lesson,visual_id,section_id,method,topic,required_facts,content_hash,asset_identity_status,independent_pass_1,independent_pass_2,semantic_status,defect_ids,notes
044,explanation-main-registers-img-1,explanation-main-registers,Raster image,Academic knowledge-point infographic explaining The seven named register roles with a structured visual model.,PC holds the address of the next instruction to be fetched. CIR holds the instruction currently being decoded or executed. MAR holds the address of the memory location being accessed. MDR holds data or an instruction being transferred to or from memory. ACC holds an intermediate or final ALU result. IX holds an offset used in indexed addressing. The status register holds flags about a result or processor state. A general-purpose register can hold varied working values; a special-purpose register has a defined processor role. Cambridge assembly questions assume ACC is the available general-purpose working register.,8fed441afbdf393043d65555bac3070cf530f99345a027e85664b502ed28526b,Pass,PendingIndependentPixelReview,PendingBlindReverseReview,Pending,,
044,explanation-processor-img-1,explanation-processor,Raster image,Academic knowledge-point infographic explaining Registers and buses: the FDE cycle vocabulary with a structured visual model.,Processor review PC Stores the address of the next instruction to be fetched. MAR / MDR MAR stores an address; MDR stores data/instruction being transferred. CIR / ACC CIR stores current instruction; ACC stores intermediate arithmetic/logic results.,0bd6d9126a6decd915e8dbcc626e826c173dc7535b58b56be1e99fe24119dcc5,Pass,PendingIndependentPixelReview,PendingBlindReverseReview,Pending,,
044,explanation-purpose-img-1,explanation-purpose,Raster image,Academic knowledge-point infographic explaining Why registers exist with a structured visual model.,"Inside the CPU Registers are located inside the processor, so they can be accessed very quickly. Small capacity They hold only a small amount of data, usually one value, address, instruction or set of flags. Temporary role They hold values needed immediately during fetch, decode or execute. Specific jobs Different registers are designed for different temporary values.",f7b56229a236ca65350e65bda40bdf84bdf3daec6ae2133cac7d9ef4454ab3e8,Pass,PendingIndependentPixelReview,PendingBlindReverseReview,Pending,,
045,explanation-concept-img-1,explanation-concept,Raster image,Academic knowledge-point infographic explaining What a system bus does with a structured visual model.,"Communication pathway A bus is a set of parallel wires or connections used to carry signals. Connects components System buses connect CPU, main memory and other devices through controlled transfers. Not storage A bus transfers signals; it does not permanently store data or instructions. Part of a trace In processor questions, bus roles often appear inside fetch, read and write sequences.",950d41013c62e777716d0edc996340e5fb7b07c346d00006f8fa2848b7edeb92,Pass,PendingIndependentPixelReview,PendingBlindReverseReview,Pending,,
045,explanation-read-write-img-1,explanation-read-write,Raster image,Academic knowledge-point infographic explaining Read and write traces with a structured visual model.,"Memory read CPU places the required address on the address bus. CPU sends a read signal on the control bus. Memory places the requested data/instruction on the data bus. CPU receives the data, often through the MDR. Memory write CPU places the target address on the address bus. CPU places the data to be stored on the data bus. CPU sends a write signal on the control bus. Memory stores the data at the addressed location. Common error Read and write both use all three buses, but the direction of data transfer changes.",41eb1c84b5cec00ea2bc02dbb82eb0ab65e5b6ae6b374a339fe3dd7ea3acb3d4,Pass,PendingIndependentPixelReview,PendingBlindReverseReview,Pending,,
045,explanation-three-buses-img-1,explanation-three-buses,Raster image,Academic knowledge-point infographic explaining The three buses with a structured visual model.,"The address bus carries the address of the location being accessed and is normally directed from the CPU. The data bus carries data and instructions in both directions. The control bus carries control and timing signals in both directions, including read/write from the CPU and interrupts toward the CPU.",cdd4d70f3d2542459c0a925a31e981e1c10c959c36016042729c2f19d3ebd974,Pass,PendingIndependentPixelReview,PendingBlindReverseReview,Pending,,
046,explanation-compatibility-img-1,explanation-compatibility,Raster image,Academic knowledge-point infographic explaining Instruction sets and compatibility with a structured visual model.,"Same ISA A program compiled to one instruction set can run on compatible processors that implement that instruction set. Different ISA Machine code for one architecture may not run correctly on another architecture. Translation needed Source code may need to be recompiled, interpreted, emulated or translated for a different processor. Exam wording Say ""the CPU cannot recognise/execute those opcodes"" rather than simply ""the CPU does not like it"".",1b2a7491009d8f0fde56b0d281ab39933e756922e63ca7b20245048a53642fc4,Pass,PendingIndependentPixelReview,PendingBlindReverseReview,Pending,,
046,explanation-instruction-set-img-1,explanation-instruction-set,Raster image,Academic knowledge-point infographic explaining What is an instruction set? with a structured visual model.,"Definition The set of instructions that a particular processor can recognise and execute. Includes operations Examples include load, store, add, subtract, compare, jump and input/output instructions. Processor-specific Different processor families can have different instruction sets and instruction formats. Defines meaning The instruction set tells the CPU what each opcode means and how operands are interpreted.",d049ec57986fb2a3c0e3355933fd6700244dca0e29d41fa31d34b06f1562195e,Pass,PendingIndependentPixelReview,PendingBlindReverseReview,Pending,,
046,explanation-machine-code-img-1,explanation-machine-code,Raster image,Academic knowledge-point infographic explaining Machine code is binary instructions for the CPU with a structured visual model.,"Lowest-level executable form Machine code consists of binary instructions that can be executed directly by the processor. Not friendly for humans Binary instructions are difficult for people to read and write accurately, but they are the form the processor executes directly. Stored in memory Machine-code instructions are stored in memory and fetched by the CPU during the fetch-decode-execute cycle. CPU-specific meaning The same bit pattern can have different meanings on different architectures because opcodes are defined by the instruction set.",1d901b82fae4af5fd36d5bd965c0bd8e9a1be1c9ad45e8126eafe07bbb1a080e,Pass,PendingIndependentPixelReview,PendingBlindReverseReview,Pending,,
046,explanation-opcode-img-1,explanation-opcode,Raster image,Academic knowledge-point infographic explaining Opcode and operand with a structured visual model.,"Opcode tells the CPU which operation to perform. Operand gives the data, register, address or value used by the operation. Operation Example with operand Load value from memory into ACC. 0001 01011010 = LOAD address 90 Store ACC value into memory. 0010 01011010 = STORE address 90 Add value from memory to ACC. 0011 01011010 = ADD value at address 90 Jump to a different instruction address. 0100 00001100 = jump to address 12 Common error",c61b8b742596aa3afff9a671424511799a5e924db9038f0495a4d98c14ff9009,Pass,PendingIndependentPixelReview,PendingBlindReverseReview,Pending,,
047,explanation-assembler-img-1,explanation-assembler,Raster image,"Academic knowledge-point infographic explaining Instruction groups: data movement, I/O, arithmetic, control and compare with a structured visual model.","The five groups are data movement, input/output, arithmetic, unconditional/conditional instructions and compare. Data movement uses LDM, LDD, LDI, LDX, LDR, MOV and STO; LDR #n loads the immediate value n into IX. Input/output uses IN and OUT; arithmetic uses ADD, SUB, INC and DEC. JMP is unconditional; CMP and CMI compare; JPE jumps after True and JPN jumps after False. END returns control to the operating system.",6874bbf0467d64c684cfa668c6d66662f5cf2b7e6cffc0d6bcbe1c11f930f78d,Pass,PendingIndependentPixelReview,PendingBlindReverseReview,Pending,,
047,explanation-assembly-img-1,explanation-assembly,Raster image,Academic knowledge-point infographic explaining What assembly language is with a structured visual model.,Low-level language Assembly language is close to machine code and closely linked to a processor's instruction set. Uses mnemonics Human-readable abbreviations represent machine-code operations. Processor-specific Assembly syntax and available instructions depend on the target architecture. Needs translation An assembler converts assembly language into machine code.,3ae4fc3dcfeefddcbdab634fbfd69743308b8f9c5d7fb21992fca7c1cdc5b176,Pass,PendingIndependentPixelReview,PendingBlindReverseReview,Pending,,
047,explanation-effective-img-1,explanation-effective,Raster image,"Academic knowledge-point infographic explaining Official LDR, CMI, JPE and JPN semantics with a structured visual model.","LDR #n loads the immediate value n into the index register IX. CMI <address> compares ACC with a value reached using indirect addressing. JPE <address> jumps when the preceding comparison result is True. JPN <address> jumps when the preceding comparison result is False. Do not reinterpret these instructions as relative load, immediate compare, equal/zero branch or negative-status branch.",62dad45a5fdf14cde57dfd0c30656014298894b7c3e1a1e3918fe113f3fe5dd7,Pass,PendingIndependentPixelReview,PendingBlindReverseReview,Pending,,
047,explanation-mnemonics-img-1,explanation-mnemonics,Raster image,Academic knowledge-point infographic explaining Mnemonics represent operations with a structured visual model.,Mnemonic Likely operation Exam-safe wording Load a value into a register/ACC. LOAD count LOAD is a mnemonic for a machine-code load instruction. Store a register/ACC value in memory. STORE total STORE represents an operation that writes a value to memory. Add a value to a register/ACC. ADD value ADD is easier to read than a binary opcode for addition.,6b1e826354701fc1b0106716885170a8a65a7c5ae00dc97d9ab633f6ab742300,Pass,PendingIndependentPixelReview,PendingBlindReverseReview,Pending,,
