lesson,target_id,title,target_type,delivery_role,classroom_activity,status,implementation_id,rationale,content_hash
070,core,Validation and verification protect data quality in different ways,mechanism,OPTIONAL,EXTEND,Implemented,explanation-core,Explicit extension visual retained outside compulsory syllabus evidence.,4372c06e2215e487458a28f5707ab296ae36c7ffe3529d34fd52d751f2120649
070,limits,Neither method guarantees truth,mechanism,OPTIONAL,EXTEND,Implemented,explanation-limits,Explicit extension visual retained outside compulsory syllabus evidence.,6f78ba309235fb206d1ea341a0e801fe414fee6c96299227174458d96f159e13
070,stage2-completion,Complete validation and verification methods,process,CORE,TEACH,Planned,,"Core concept: explain mechanism, cause, consequence and boundary instead of repeating the definition.",
070,validation,Validation checks whether data obeys a rule,mechanism,OPTIONAL,EXTEND,Implemented,explanation-validation,Explicit extension visual retained outside compulsory syllabus evidence.,eb34b73f28b3ca93729beb245edbd19259411d2fc86f272e5c3abd3b89d7d08e
070,verification,Verification checks accuracy against the source,mechanism,CORE,TEACH,Implemented,explanation-verification,Maintained explanation target.,bd39fbe6c8423f9f8e49d7b25adb3b42dfbb83aa176d270329a5e47ee2418b73
070,verify-tool,Which verification method fits?,mechanism,OPTIONAL,EXTEND,Implemented,explanation-verify-tool,Explicit extension visual retained outside compulsory syllabus evidence.,954f850262ae34d38f002894276a0ac2cae7482af79cd3f6119f02fda6a7e871
071,audit-trails,Audit trails support accountability and investigation,mechanism,OPTIONAL,EXTEND,Implemented,explanation-audit-trails,"Core concept: explain mechanism, cause, consequence and boundary instead of repeating the definition.",e3a4578f11c0f82c4500c8cf419f48e7ec4fc4ab6952c28ddddda65b14daa46d
071,backups,"Backup type affects speed, storage and recovery complexity",mechanism,OPTIONAL,EXTEND,Implemented,explanation-backups,"Core concept: explain mechanism, cause, consequence and boundary instead of repeating the definition.",69185c2a32921e1267bce55d0f93455f5e6d93eb5068ef616ec1df8a5be2cb6e
071,compare,"Compare by purpose, not by ""security word""",comparison,OPTIONAL,EXTEND,Implemented,explanation-compare,"Core concept: explain mechanism, cause, consequence and boundary instead of repeating the definition.",71d17022b6b14d3d5ff52bbaee28a31abd9734d7a095a28dc6b616306ec89a7a
071,core,"Recovery planning is about availability, integrity and accountability",mechanism,OPTIONAL,EXTEND,Implemented,explanation-core,"Core concept: explain mechanism, cause, consequence and boundary instead of repeating the definition.",bd7338aef604850ad6e8584dbf9b37e8b2af570089a3cfdef0b38082ca432f01
071,recovery,Disaster recovery is more than data copying,mechanism,OPTIONAL,EXTEND,Implemented,explanation-recovery,"Core concept: explain mechanism, cause, consequence and boundary instead of repeating the definition.",aae9d476a176a510c9261efc4a9c91b5bbe9482cd75310f7c2f29ff89e16b227
071,rpo-tool,Match backup frequency to acceptable data loss,mechanism,OPTIONAL,EXTEND,Implemented,explanation-rpo-tool,"Core concept: explain mechanism, cause, consequence and boundary instead of repeating the definition.",eb57d37352d91028626a593a26aa15f315beb4d3a8e8f036229a84667cbf3ed0
071,strategy,"A strategy defines location, frequency, retention and security",tradeoff,OPTIONAL,EXTEND,Implemented,explanation-strategy,"Core concept: explain mechanism, cause, consequence and boundary instead of repeating the definition.",94d343866866870543db2fdd0a3b2f56577deb1faf144eb4298e85a3910743f8
072,compare,Similar-looking controls: choose by mechanism,synthesis,OPTIONAL,EXTEND,Implemented,explanation-compare,Review lesson: consolidate related ideas into causal synthesis and avoid adding panels to retrieval items or tools.,728faab9987049561ae2ca716ce7d68e487f026163074fcb570662d1ef3b673b
072,controls,Controls have different jobs,synthesis,OPTIONAL,EXTEND,Implemented,explanation-controls,Review lesson: consolidate related ideas into causal synthesis and avoid adding panels to retrieval items or tools.,8efa99b145af2acbb94aff50d2f0f1e2b4fda7faf2e280d401d752b728cc965b
072,diagnostic,Identify the risk family first,synthesis,OPTIONAL,EXTEND,Implemented,explanation-diagnostic,Review lesson: consolidate related ideas into causal synthesis and avoid adding panels to retrieval items or tools.,c8e5197e34a06445877817f4686e0eab90e97723f2a16cf429e5437322eea35d
072,matcher,Select the best control for the scenario,synthesis,OPTIONAL,EXTEND,Implemented,explanation-matcher,Review lesson: consolidate related ideas into causal synthesis and avoid adding panels to retrieval items or tools.,8c89b2572dc8ba551dec186419108905ad1d97c51f3de4f3880990122663a3cf
072,method,Use the four-part answer chain,synthesis,OPTIONAL,EXTEND,Implemented,explanation-method,Review lesson: consolidate related ideas into causal synthesis and avoid adding panels to retrieval items or tools.,490ec7f1a979ecac24e2d1eddbb25eb944e93249ab0f68d2841f07e43291d73c
072,review-map,Section 6 review map: risk families and likely controls,synthesis,OPTIONAL,EXTEND,Implemented,explanation-review-map,Review lesson: consolidate related ideas into causal synthesis and avoid adding panels to retrieval items or tools.,4a7774b1c2fcba382858243aa7e2d9529871b34d7e5e18d1c8c2a9b7da579060
073,ethics,Ethics is about responsible decision-making,mechanism,OPTIONAL,EXTEND,Implemented,explanation-ethics,Explicit extension visual retained outside compulsory syllabus evidence.,5dd61d1a163ee272a46d14dd86d8b7b21ab78c31b119e6e867915117fe4c9827
073,mapper,"Map a decision to stakeholders, benefits and concerns",mechanism,OPTIONAL,EXTEND,Implemented,explanation-mapper,Explicit extension visual retained outside compulsory syllabus evidence.,dbe36e4f13025e56a13d73ea135f72b589e24bffdb2fade2a68f048b16b95e69
073,method,Use a balanced evaluation structure,mechanism,OPTIONAL,EXTEND,Implemented,explanation-method,Explicit extension visual retained outside compulsory syllabus evidence.,08bc3cb6dfe0c7873f9ce3f20414a8fd928a2ed64862129a0770f351697ed096
073,stage2-completion,"Professional ethics, professional bodies and ethical decisions",process,CORE,TEACH,Planned,,"Core concept: explain mechanism, cause, consequence and boundary instead of repeating the definition.",
073,stakeholders,Ethical answers start with stakeholders,mechanism,CORE,TEACH,Implemented,explanation-stakeholders,Maintained explanation target.,916c0bf257063efc7f3c1f3cc6e4d3da6591a2ef2ee4b5e1e58f525d6d7e5179
073,tradeoffs,"Most ethical issues are trade-offs, not slogans",mechanism,OPTIONAL,EXTEND,Implemented,explanation-tradeoffs,Explicit extension visual retained outside compulsory syllabus evidence.,eb59c61fae75d58b4f97535b2f0abf5c749aeacd65cdc077b9cfa6b1e712a848
074,checklist,Choose a weak policy and see what is missing,mechanism,OPTIONAL,EXTEND,Implemented,explanation-checklist,"Core concept: explain mechanism, cause, consequence and boundary instead of repeating the definition.",cb6e035f700bfbb9486c8f36074e9e5424c6868b225af2c014c5b4ca17f63d56
074,method,Use a privacy impact answer structure,mechanism,OPTIONAL,EXTEND,Implemented,explanation-method,"Core concept: explain mechanism, cause, consequence and boundary instead of repeating the definition.",175dbf5663b7623c5e3d6da9e4b5d656cf6fdcdb150b990285857eeba8f04101
074,principles,Good answers link a principle to a concrete risk,mechanism,OPTIONAL,EXTEND,Implemented,explanation-principles,"Core concept: explain mechanism, cause, consequence and boundary instead of repeating the definition.",e42ba323d3667853c4ecaa92cd1a76e0a9cbb59be7a630d8011ac245e8309656
074,privacy,Privacy is control over personal information,mechanism,OPTIONAL,EXTEND,Implemented,explanation-privacy,"Core concept: explain mechanism, cause, consequence and boundary instead of repeating the definition.",1ff6853a118ea2abe8c5ccd893f83ae760cbb8693fae2b881e2d036f66423bd2
074,protection,Data protection reduces misuse and unnecessary exposure,mechanism,OPTIONAL,EXTEND,Implemented,explanation-protection,"Core concept: explain mechanism, cause, consequence and boundary instead of repeating the definition.",ea01ff67ba4efcb79ddb2c49be64a30a2bcf9e4b18147bedcbfbbc53010f8823
074,scanner,Find the privacy risk in a data collection scenario,mechanism,OPTIONAL,EXTEND,Implemented,explanation-scanner,"Core concept: explain mechanism, cause, consequence and boundary instead of repeating the definition.",e265b6d19dc0c54279c8d78cc702714ae165c5c3e39560c52876921bc492bb93
074,surveillance,"Surveillance can protect people, but it changes behaviour and trust",mechanism,OPTIONAL,EXTEND,Implemented,explanation-surveillance,"Core concept: explain mechanism, cause, consequence and boundary instead of repeating the definition.",327004e1691622387c231a2dca0fc1ebd0ab6ec82e0141b86c08f8c7912532ac
075,compare,Do not confuse protection type with permission type,comparison,OPTIONAL,EXTEND,Implemented,explanation-compare,Explicit extension visual retained outside compulsory syllabus evidence.,f8db73f036ada24435b5f67fc009c7f7395756dbf79e590e84070127041143f9
075,copyright,"Copyright protects expression, including software code",mechanism,OPTIONAL,EXTEND,Implemented,explanation-copyright,Explicit extension visual retained outside compulsory syllabus evidence.,e34ee53a3b8821c567cbcc56f3ca7b9482720fa32c33c7b6f2cdb29af6abcff9
075,ip,What intellectual property can protect,mechanism,OPTIONAL,EXTEND,Implemented,explanation-ip,Explicit extension visual retained outside compulsory syllabus evidence.,9c460674952ff7d3cde3f0ac0aad37ce79542af5ca592ae18d13e8c90ca57e0b
075,licensing,A licence grants permission under conditions,mechanism,CORE,TEACH,Implemented,explanation-licensing,Maintained explanation target.,699f6d64e1046367ae1dfa658cf625fe7e439446979651212cca7a671c5231a0
075,matcher,Choose the likely permission issue,mechanism,OPTIONAL,EXTEND,Implemented,explanation-matcher,Explicit extension visual retained outside compulsory syllabus evidence.,00e512ea75b72519329351b99e137f8da74a9b2f7f1978c142be6710cfc8996e
075,patents,"Patents protect inventions, not every line of code",mechanism,OPTIONAL,EXTEND,Implemented,explanation-patents,Explicit extension visual retained outside compulsory syllabus evidence.,125b667d0e647a891cd6249796cb6e6d8e4d816363961b41f96341506f4a0a18
075,stage2-completion,"Copyright legislation, FSF, OSI and licence permissions",process,CORE,TEACH,Planned,,"Core concept: explain mechanism, cause, consequence and boundary instead of repeating the definition.",
076,advisor,Match the software type to the scenario,mechanism,OPTIONAL,EXTEND,Implemented,explanation-advisor,Explicit extension visual retained outside compulsory syllabus evidence.,1bea986fef5023d18f67ed7f07eff8f3f7f81dccb08980497d49f7b8dfcfa7c7
076,method,Use a scenario-based comparison structure,mechanism,OPTIONAL,EXTEND,Implemented,explanation-method,Explicit extension visual retained outside compulsory syllabus evidence.,25b2796a0b0cfa4c30484055d342201fe129ecbfa43b61fc25a7630d6e1144e2
076,open-source,Open-source software makes source code available under a licence,mechanism,OPTIONAL,EXTEND,Implemented,explanation-open-source,Explicit extension visual retained outside compulsory syllabus evidence.,0f2882bc426a7f8c4bba5f3449140c047bd494c3dc7374fb247196a6376432e4
076,ownership,Ownership and licence obligations still matter,mechanism,OPTIONAL,EXTEND,Implemented,explanation-ownership,Explicit extension visual retained outside compulsory syllabus evidence.,8ecb78223db6d5aad235ac76cc200580d694695803653022c9073717cd8d1aa5
076,proprietary,Proprietary software keeps control with the owner,mechanism,OPTIONAL,EXTEND,Implemented,explanation-proprietary,Explicit extension visual retained outside compulsory syllabus evidence.,d4a4922906397e298f9f5458f831e4fe7f452f1466d71ee0bd50c9c9b3ff8021
076,stage2-completion,Shareware and commercial licences,process,CORE,TEACH,Planned,,"Core concept: explain mechanism, cause, consequence and boundary instead of repeating the definition.",
076,tradeoffs,"Compare by factor, not by favourite label",comparison,OPTIONAL,EXTEND,Implemented,explanation-tradeoffs,Explicit extension visual retained outside compulsory syllabus evidence.,351222dcd25723acda819786d27cdc4db1ad067070b6cd7eded3efca1264178c
077,analyser,Classify the impact and choose a mitigation,mechanism,OPTIONAL,EXTEND,Implemented,explanation-analyser,Explicit extension visual retained outside compulsory syllabus evidence.,50d3631524f595f37c40d0c1b45491ef9927da7e5162d969921592537779219c
077,digital-divide,"The digital divide is about access, skills and inclusion",mechanism,OPTIONAL,EXTEND,Implemented,explanation-digital-divide,Explicit extension visual retained outside compulsory syllabus evidence.,7955fbaa3a2f0fff69c7eeff3f669b1d2b63a122223be29c1fe378d35e8176c4
077,environment,Environmental impacts include energy use and resource consumption,mechanism,CORE,TEACH,Implemented,explanation-environment,Maintained explanation target.,7c93e35f5119cd5b232b5c1ab43548120b732fda9862b0bcedf6216b7cd3da43
077,ewaste,"E-waste is an ethical issue, not just a rubbish-bin issue",mechanism,OPTIONAL,EXTEND,Implemented,explanation-ewaste,Explicit extension visual retained outside compulsory syllabus evidence.,93a4c7d46d58989a8b7628469a595a8a02879020ebbb7ca5d0c57f7bff0fa1e3
077,method,Use a balanced impact structure,mechanism,OPTIONAL,EXTEND,Implemented,explanation-method,Explicit extension visual retained outside compulsory syllabus evidence.,12ad8ad6bb6bed4ead8fd42e077a94dc78dde4f07612b4ff53cddb14fdb6c446
077,social,"Social impacts affect work, communication and daily life",mechanism,OPTIONAL,EXTEND,Implemented,explanation-social,Explicit extension visual retained outside compulsory syllabus evidence.,b1dec15b1338227b86b666245616497d1e93de9998ad1a556ed78e634ac3f22a
077,stage2-completion,AI applications and impact chains,process,CORE,TEACH,Planned,,"Core concept: explain mechanism, cause, consequence and boundary instead of repeating the definition.",
078,compare,Common contrasts that stop vague answers,synthesis,OPTIONAL,EXTEND,Implemented,explanation-compare,Explicit extension visual retained outside compulsory syllabus evidence.,6e178e5507e1988d0883367f7ffee72044ce6686666db144d512a8713d4fd2e2
078,map,Section 7 topic map,synthesis,OPTIONAL,EXTEND,Implemented,explanation-map,Explicit extension visual retained outside compulsory syllabus evidence.,657d8370f8bd8a9f87c646ba954e2bec4f3456a518276588a433d44885f1bb73
078,marking,What Cambridge-style marking usually rewards,synthesis,OPTIONAL,EXTEND,Implemented,explanation-marking,Explicit extension visual retained outside compulsory syllabus evidence.,32931be378c29371bf01c1bf181b013145a8e2d902abbc94c81c1a53aa3642d5
